expedition_duration_days,personnel_count,cargo_weight_kg,medical_supply_level,food_supply_level,fuel_supply_level,equipment_availability,temperature,wind_speed,visibility,distance_from_base_km,communication_status,vehicle_status,emergency_history,inventory_shortage_count,personnel_movement_deviation,previous_incidents,weather_risk_score,risk_score_continuous,risk_level
52,26,2959.0,85.5,69.6,97.3,26.1,-13.2,81.8,3.16,894.5,94.1,46.5,1,1,9.66,0,59.3,0.4163,LOW
48,38,2957.4,16.3,58.4,70.4,8.4,3.1,26.1,0.34,896.3,32.7,96.1,0,3,25.17,1,33.7,0.4646,MEDIUM
107,19,2732.4,50.7,51.9,28.4,54.2,-20.6,99.6,3.72,524.9,73.9,68.9,0,0,11.36,1,70.2,0.4387,MEDIUM
15,8,2425.6,42.4,55.4,20.4,12.4,-42.0,56.3,3.88,276.8,33.0,5.7,0,1,7.9,1,70.4,0.569,HIGH
90,12,917.0,1.0,22.2,29.6,64.8,4.9,23.3,1.64,171.9,95.3,67.0,0,0,7.62,1,31.1,0.3075,LOW
91,37,1064.4,91.5,68.0,87.6,77.7,-44.5,49.6,17.37,271.6,3.6,6.0,0,2,19.4,2,53.0,0.5999,HIGH
49,30,1709.8,45.5,38.8,29.1,97.1,-34.9,33.5,15.62,780.6,35.3,30.7,1,1,12.41,0,42.6,0.5033,MEDIUM
35,7,1748.2,95.4,36.3,46.3,94.8,-44.7,77.9,5.16,324.6,86.7,61.6,1,2,14.35,0,78.3,0.4221,LOW
5,18,1590.7,28.7,15.0,70.6,27.3,-27.1,10.6,15.69,694.6,27.4,21.6,0,0,10.67,1,28.8,0.5445,HIGH
113,13,1964.5,86.6,59.7,87.2,2.9,-29.9,85.7,8.5,195.2,27.6,3.8,0,4,17.25,0,66.1,0.6692,HIGH
114,10,1313.7,92.2,60.3,65.9,32.9,-25.5,76.7,15.53,478.5,89.9,61.8,0,0,28.39,1,51.0,0.4094,LOW
32,35,2285.1,55.7,34.0,75.3,70.8,0.7,86.1,6.53,352.1,83.1,28.6,0,2,9.54,0,47.0,0.2256,LOW
8,26,1100.6,20.3,86.0,17.3,6.0,-26.3,89.5,11.34,503.6,10.6,53.3,0,0,12.25,0,61.3,0.605,HIGH
19,10,1092.4,68.5,84.5,87.7,36.0,-24.1,23.0,7.69,569.9,58.0,26.1,0,0,27.58,1,41.0,0.3789,LOW
12,28,512.6,54.9,10.9,27.6,29.8,-1.8,52.1,3.83,990.9,22.3,68.6,1,0,10.65,2,39.8,0.5011,MEDIUM
101,19,687.8,94.5,69.5,12.8,21.9,-5.9,85.0,11.75,899.9,21.5,89.6,0,0,19.22,0,44.4,0.6605,HIGH
108,6,2574.0,43.9,39.4,97.6,70.6,-40.6,37.7,15.04,695.9,61.5,8.7,1,1,4.66,2,48.9,0.575,HIGH
22,20,1421.9,26.9,100.0,20.2,65.9,-54.2,6.0,15.09,153.7,12.4,78.6,1,1,5.28,0,47.7,0.4239,LOW
91,10,799.4,13.8,22.5,13.7,53.5,-17.2,29.2,7.19,919.0,47.0,15.6,0,1,32.83,0,38.7,0.5034,MEDIUM
25,13,2314.1,69.9,28.1,62.6,91.1,-4.3,24.2,10.42,892.6,25.6,32.9,0,0,16.25,0,23.6,0.4486,MEDIUM
47,36,1728.8,97.4,44.2,31.9,10.3,-21.8,87.0,15.3,886.7,85.4,35.7,0,0,8.63,0,52.2,0.4074,LOW
74,30,210.3,2.8,26.9,13.3,15.0,-42.3,46.4,1.18,479.0,55.4,20.6,1,1,6.3,1,70.5,0.6048,HIGH
88,8,1051.6,74.0,69.2,60.1,38.3,-10.5,68.4,1.53,170.7,21.5,7.5,0,0,7.64,1,54.7,0.4008,LOW
106,35,654.5,92.7,48.1,75.9,65.6,-14.8,96.2,7.59,754.4,92.6,76.8,1,2,3.17,2,59.9,0.4058,LOW
10,25,2019.2,7.5,22.1,79.3,58.4,-21.1,29.9,4.55,388.5,82.3,79.4,0,0,15.32,0,45.1,0.3003,LOW
27,36,933.8,11.0,50.6,15.6,7.4,-3.2,76.1,7.56,344.6,26.5,99.7,0,0,14.25,1,44.5,0.5577,HIGH
37,31,335.1,69.2,88.9,55.7,95.8,-7.9,2.3,1.97,390.8,96.1,93.5,1,2,14.02,2,29.1,0.376,LOW
40,16,306.6,64.8,79.2,81.4,30.5,-14.9,10.4,11.88,559.1,26.8,43.5,0,3,23.59,1,24.6,0.4559,MEDIUM
120,23,1807.9,6.9,49.9,16.1,35.9,-15.1,16.2,13.47,333.5,29.3,13.3,0,2,10.21,0,24.8,0.4761,MEDIUM
95,23,211.9,83.4,28.8,20.8,62.4,-15.3,31.2,15.86,689.9,38.6,1.1,0,4,13.19,0,27.2,0.5254,HIGH
42,30,2569.1,52.3,18.0,0.2,94.5,-23.5,40.3,13.05,647.7,16.5,53.2,0,1,1.94,1,39.9,0.4742,MEDIUM
117,13,592.9,90.7,87.8,52.5,66.3,-27.2,47.7,7.99,508.9,68.7,86.1,0,2,16.36,0,51.5,0.4741,MEDIUM
62,16,1878.7,87.8,71.0,19.5,95.5,-12.4,24.5,18.71,54.0,55.7,26.8,0,3,14.5,1,19.2,0.2669,LOW
63,13,1417.4,81.3,57.2,72.4,18.8,-18.4,6.6,14.55,936.5,89.4,19.9,0,1,3.56,0,22.5,0.4089,LOW
55,14,1412.1,51.6,87.9,96.2,61.9,-25.6,67.8,10.6,411.7,24.1,43.9,0,1,8.66,0,54.1,0.4251,LOW
21,9,354.6,25.2,12.2,20.9,82.9,-47.4,2.4,4.22,449.5,17.0,89.4,0,1,21.44,0,55.0,0.4282,MEDIUM
113,5,2437.8,50.6,68.2,64.9,50.9,-12.9,80.9,13.01,456.0,35.9,45.2,0,0,12.89,0,46.4,0.5522,HIGH
6,38,2695.2,10.1,21.7,21.2,36.2,-16.2,92.9,11.88,365.0,14.6,72.3,0,0,5.9,0,54.4,0.6438,HIGH
25,6,181.4,65.9,12.1,1.8,98.5,-34.5,71.0,13.7,674.6,94.6,46.3,1,3,14.53,0,57.8,0.4657,MEDIUM
31,36,659.0,13.4,46.6,75.9,14.1,-33.6,59.6,15.64,13.9,71.7,37.3,0,1,30.82,1,50.7,0.517,HIGH
37,4,2726.1,51.1,38.7,43.4,41.1,-40.2,65.7,18.31,873.5,79.6,44.1,1,0,2.64,1,54.3,0.4462,MEDIUM
20,32,1716.1,5.4,94.1,94.7,87.3,2.7,65.2,18.99,102.4,74.8,76.8,0,2,15.96,2,24.1,0.3254,LOW
7,16,577.6,30.0,32.4,53.4,90.0,-3.4,93.2,12.64,999.7,24.3,75.4,0,3,12.53,0,44.3,0.4178,LOW
83,23,728.0,23.2,81.5,15.7,98.0,-21.3,96.4,19.32,628.1,14.1,43.2,0,2,3.25,0,50.1,0.3967,LOW
117,14,2031.0,62.0,74.9,45.0,88.5,-30.9,42.7,18.24,66.2,42.9,26.8,0,1,12.95,0,39.6,0.4534,MEDIUM
19,22,2215.7,78.7,66.8,20.3,5.1,-10.8,61.7,0.15,562.4,82.9,13.9,0,4,6.38,1,54.3,0.5074,MEDIUM
39,20,1858.4,5.7,92.0,87.8,93.0,-23.3,80.3,12.79,331.3,33.1,0.1,1,0,7.96,0,54.1,0.513,HIGH
63,23,2866.5,85.0,40.8,69.1,42.8,3.6,0.1,3.65,953.0,1.0,11.3,0,0,14.59,0,20.5,0.463,MEDIUM
112,18,1558.1,86.1,39.0,34.1,65.2,-51.7,52.7,5.97,755.5,66.0,16.5,1,3,14.18,1,73.6,0.5835,HIGH
85,23,1005.8,34.2,16.1,52.8,39.4,-52.9,65.3,6.02,507.0,20.0,69.0,0,3,13.98,0,78.8,0.5,MEDIUM
93,34,1510.1,65.9,27.6,66.9,81.4,-20.9,71.7,9.71,429.8,54.3,81.8,0,0,41.9,2,53.2,0.4328,MEDIUM
72,20,1175.0,40.3,88.0,78.3,57.6,-42.8,36.9,0.32,995.9,1.5,73.7,0,3,8.95,0,68.6,0.505,MEDIUM
53,17,789.6,15.4,47.4,8.0,84.6,-18.7,29.6,4.79,667.4,50.9,72.3,0,0,3.94,1,43.0,0.4936,MEDIUM
28,8,281.0,52.9,34.1,2.3,19.4,-8.1,18.2,0.68,513.9,39.4,99.4,0,1,16.09,2,36.4,0.417,LOW
105,17,1153.8,8.6,21.6,11.4,18.5,-46.7,55.8,13.05,397.9,88.0,96.3,1,0,12.47,2,62.2,0.4381,MEDIUM
98,8,2177.5,87.8,48.5,39.5,44.0,-28.6,91.9,17.8,324.6,72.2,26.9,1,2,6.64,0,55.7,0.3293,LOW
7,10,202.5,92.4,71.7,46.7,0.5,-13.7,89.6,19.96,705.4,3.6,14.5,0,1,6.28,1,41.4,0.5033,MEDIUM
87,39,1401.7,82.2,28.7,13.6,69.3,-5.0,36.0,9.03,587.9,79.0,15.3,0,1,24.64,1,29.9,0.4076,LOW
14,7,1985.4,56.3,75.8,41.1,29.6,-25.2,25.8,5.28,848.2,79.1,89.6,0,5,1.25,0,45.8,0.4752,MEDIUM
90,21,1889.7,55.8,63.0,44.2,55.7,-42.6,78.9,17.08,553.6,66.3,10.2,0,2,12.26,0,62.2,0.4372,MEDIUM
100,34,2363.4,98.5,78.8,10.9,7.0,-19.9,72.5,2.35,582.3,92.9,34.0,0,0,6.08,1,61.9,0.4554,MEDIUM
20,39,2460.0,24.8,25.1,91.7,17.1,-27.7,50.5,19.49,477.4,80.3,53.0,0,2,13.53,0,38.5,0.442,MEDIUM
55,9,2178.4,7.6,63.1,59.9,62.3,-8.7,38.9,14.33,762.6,21.9,61.3,1,1,5.31,0,27.0,0.4881,MEDIUM
19,10,443.0,56.2,15.4,38.9,30.6,-21.7,12.4,10.13,415.0,38.2,59.6,0,2,13.76,0,32.5,0.6114,HIGH
70,17,1503.8,32.9,36.4,50.7,21.5,-38.2,78.5,2.02,851.9,35.0,78.6,0,5,20.6,2,77.7,0.6106,HIGH
112,24,1869.7,32.2,72.4,31.4,22.9,-9.7,61.7,0.46,327.0,50.5,57.2,1,1,6.79,1,53.1,0.5272,HIGH
14,39,849.9,0.7,63.2,85.4,21.5,-23.9,37.7,10.94,692.6,95.4,85.1,0,1,7.64,3,41.9,0.5094,MEDIUM
51,11,271.3,59.6,18.8,57.5,62.3,-44.3,91.9,8.34,893.0,61.6,8.5,0,2,13.39,0,79.0,0.5231,HIGH
117,10,787.2,26.4,85.8,49.5,16.8,-21.2,66.0,16.87,769.1,31.3,85.9,1,1,17.06,0,42.4,0.5763,HIGH
39,13,1446.4,18.8,5.3,91.1,36.3,1.9,92.9,12.88,342.6,94.2,59.0,0,2,36.84,0,41.4,0.4307,MEDIUM
20,36,1329.7,4.0,59.5,83.8,68.8,-12.7,47.4,8.69,706.3,70.0,22.3,0,1,7.77,0,40.0,0.4539,MEDIUM
61,5,653.5,36.4,98.4,81.3,51.4,-37.1,45.5,4.6,207.0,26.6,97.8,0,1,7.64,1,62.2,0.4463,MEDIUM
63,18,2499.6,87.9,53.2,22.6,59.7,-12.3,93.7,9.66,58.2,90.7,94.0,1,3,4.2,0,54.7,0.3657,LOW
81,8,2788.2,33.7,80.1,15.3,25.1,-38.0,96.0,3.34,791.4,34.4,84.6,0,0,0.85,2,82.1,0.5092,MEDIUM
41,9,723.8,67.9,59.5,69.0,93.3,-22.4,96.1,13.37,808.0,51.6,91.2,0,1,20.72,0,58.2,0.5136,HIGH
115,37,2799.3,75.7,78.3,46.9,41.4,-23.4,81.9,12.15,22.9,47.9,38.2,0,0,9.27,2,55.5,0.4439,MEDIUM
65,4,200.9,32.8,65.6,68.4,28.7,-40.2,46.2,16.22,947.8,92.4,22.8,0,3,4.07,0,50.1,0.3569,LOW
38,15,2786.1,82.2,69.1,76.1,90.4,-34.1,21.0,9.05,445.9,26.6,18.3,0,2,18.6,1,45.8,0.3935,LOW
116,37,2863.0,69.2,22.8,29.5,65.5,1.5,38.3,5.65,905.3,33.3,87.4,0,0,16.06,0,31.3,0.3558,LOW
112,26,184.3,55.9,74.2,28.5,61.4,-40.0,93.8,16.74,788.2,66.0,82.7,1,0,7.56,0,66.0,0.5309,HIGH
62,6,2324.6,0.1,23.8,49.1,88.7,-6.9,36.4,13.85,900.7,88.7,98.1,0,1,12.64,2,25.4,0.3835,LOW
7,21,2915.1,3.5,98.1,27.4,5.9,-15.0,75.7,14.16,833.4,11.5,84.8,1,1,4.71,1,44.7,0.6348,HIGH
74,39,2731.8,99.1,22.8,66.7,83.8,-23.0,92.3,10.61,974.0,21.0,63.2,1,0,16.64,0,60.8,0.529,HIGH
69,18,2916.5,78.2,23.7,74.7,67.8,-46.7,97.0,17.53,629.1,94.8,14.2,1,4,6.49,0,71.0,0.4829,MEDIUM
22,23,1718.4,93.8,85.9,47.2,36.0,-42.7,94.8,4.63,227.3,77.7,16.5,0,1,22.36,0,83.4,0.5194,HIGH
78,23,372.7,90.2,24.3,72.4,25.6,-44.3,55.5,8.09,389.6,34.6,47.4,0,3,14.73,1,66.5,0.622,HIGH
102,28,2571.9,2.0,36.1,51.0,10.5,-19.8,49.2,15.95,751.9,35.8,76.8,1,2,3.35,1,36.7,0.6313,HIGH
17,10,1899.4,79.2,71.5,71.3,94.1,3.4,98.8,2.75,157.0,47.0,17.3,0,0,20.76,4,56.1,0.3065,LOW
88,35,1902.0,45.1,15.9,22.5,14.2,-2.4,21.8,16.18,929.8,67.4,91.6,0,1,19.64,0,14.2,0.4327,MEDIUM
21,40,1339.2,79.0,15.9,73.9,25.9,-53.5,18.8,7.12,205.3,56.1,68.4,0,1,17.88,0,61.6,0.4939,MEDIUM
91,9,1779.7,0.7,48.6,71.5,69.1,-38.6,96.3,2.6,876.0,77.6,31.2,0,1,18.56,1,83.5,0.5256,HIGH
53,34,587.7,28.8,24.4,26.7,71.0,-45.6,68.9,1.68,483.7,5.4,88.6,0,1,10.26,0,80.2,0.4332,MEDIUM
5,34,2258.3,75.1,23.6,55.6,16.1,3.5,53.6,16.88,840.6,81.9,59.9,1,0,12.48,0,22.7,0.3792,LOW
117,31,363.8,79.3,0.9,85.5,81.4,-40.9,13.2,15.59,958.3,5.8,73.3,0,2,8.83,1,39.9,0.6388,HIGH
24,17,2229.9,62.0,37.0,25.0,51.0,-42.9,51.3,5.83,422.1,88.1,38.5,0,0,1.92,0,66.9,0.3194,LOW
74,21,2569.6,30.1,31.8,73.6,84.8,-17.7,94.4,2.42,696.6,4.3,39.4,0,1,14.56,1,67.9,0.5594,HIGH
26,35,1496.5,31.0,3.1,95.4,8.7,-21.6,60.3,5.02,226.7,12.8,1.3,1,3,2.61,2,55.5,0.6476,HIGH
113,9,1603.0,96.7,62.1,86.6,4.3,-41.4,40.5,4.34,800.8,18.0,53.8,0,1,4.19,0,63.9,0.5161,HIGH
90,34,1039.8,43.9,62.7,40.2,63.7,-14.8,55.1,14.69,819.9,22.3,76.1,0,1,6.21,0,36.7,0.4146,LOW
98,38,2913.0,44.7,7.1,60.7,15.0,-49.2,88.6,4.39,295.2,40.2,96.9,1,1,10.75,1,86.3,0.6628,HIGH
55,29,2239.4,55.2,31.7,99.2,52.5,-53.8,91.3,4.4,24.1,65.5,89.2,1,2,32.16,2,90.6,0.5649,HIGH
59,16,1201.6,41.0,87.3,56.8,1.4,-50.1,40.0,0.74,431.2,89.3,8.7,0,5,6.17,1,74.5,0.473,MEDIUM
78,24,648.2,55.3,58.2,11.5,78.0,-33.1,60.8,11.98,170.0,52.5,98.1,0,2,33.9,0,55.4,0.4592,MEDIUM
96,5,775.8,43.2,41.2,4.5,90.0,3.5,27.9,13.81,818.6,53.2,14.9,0,2,19.26,0,17.5,0.371,LOW
103,38,1472.2,82.7,46.5,79.0,83.9,-22.2,45.1,13.1,261.1,31.9,4.1,1,2,13.31,2,40.6,0.5073,MEDIUM
7,16,2836.3,90.9,20.8,42.4,95.8,-9.7,22.0,11.42,943.7,80.1,74.9,0,0,5.6,1,25.5,0.2964,LOW
81,6,2242.3,93.2,81.2,24.7,90.3,-35.7,53.1,19.32,971.8,11.0,90.6,0,1,10.87,0,45.4,0.4469,MEDIUM
17,33,763.4,56.4,91.4,34.8,44.4,-11.8,57.8,9.51,908.8,30.1,95.0,0,0,11.53,1,41.9,0.5075,MEDIUM
38,28,2599.7,44.2,91.1,75.7,39.8,3.0,33.8,17.22,599.6,9.7,82.5,0,1,16.49,2,15.3,0.4288,MEDIUM
101,27,1227.9,70.5,22.4,46.5,89.6,-33.5,27.2,12.96,267.4,21.4,20.5,0,1,5.86,0,42.7,0.3985,LOW
34,6,2577.4,83.8,31.1,86.8,92.7,4.9,15.1,1.77,807.3,58.7,15.4,0,0,19.67,0,28.1,0.4711,MEDIUM
97,31,838.8,56.3,16.1,73.5,97.3,-16.7,14.0,16.22,701.6,12.6,5.9,0,1,9.95,1,21.8,0.4078,LOW
58,27,1913.2,70.0,30.7,97.4,76.8,-10.1,71.1,11.73,977.2,10.1,58.2,1,0,14.53,0,42.6,0.582,HIGH
31,33,2791.0,75.0,33.3,88.9,20.2,-39.9,22.2,13.11,377.3,82.6,48.7,0,1,9.35,1,45.4,0.4613,MEDIUM
43,34,885.0,67.6,63.3,25.5,94.5,-16.4,11.8,3.69,58.8,11.8,10.9,1,0,24.29,2,36.4,0.5785,HIGH
66,11,2124.8,74.6,19.0,65.9,94.7,-24.3,99.9,8.81,998.4,60.8,46.5,0,1,4.43,0,66.6,0.5954,HIGH
93,11,2963.8,20.9,91.9,2.1,66.6,2.4,26.0,17.62,838.3,35.2,56.7,0,2,12.74,2,12.1,0.4421,MEDIUM
75,38,579.2,49.8,10.3,99.1,85.7,-0.7,89.6,4.39,221.5,89.6,72.3,0,2,3.28,1,51.4,0.2885,LOW
113,23,401.9,58.8,0.7,26.1,56.1,-31.2,60.9,0.1,725.6,70.8,41.4,0,2,15.38,1,68.9,0.593,HIGH
105,20,2071.5,0.2,85.5,66.5,94.4,1.8,71.5,5.22,0.7,5.9,31.8,1,1,4.11,0,43.5,0.5426,HIGH
92,14,1118.2,85.6,70.4,84.9,9.4,-1.9,56.1,9.8,557.8,89.5,66.6,0,2,8.44,1,33.8,0.2937,LOW
74,27,353.0,61.0,35.5,16.0,86.4,-19.6,18.1,16.44,362.8,41.4,68.4,1,1,7.68,3,25.0,0.4737,MEDIUM
38,31,1504.6,12.9,59.5,84.8,5.6,-50.1,84.7,12.9,381.3,29.8,27.0,0,0,39.44,0,75.0,0.817,HIGH
52,4,2298.2,81.6,22.4,1.2,33.9,-45.4,82.8,18.39,244.5,67.3,2.0,0,3,5.75,0,64.0,0.5105,MEDIUM
18,24,962.6,71.7,16.8,44.2,13.5,-50.4,35.0,9.17,274.8,71.8,94.6,0,0,19.77,0,62.4,0.5134,HIGH
48,40,1104.9,75.8,47.1,47.2,47.9,-48.5,76.4,7.88,454.7,30.3,75.5,0,1,0.81,0,77.2,0.5531,HIGH
112,14,2560.2,39.2,35.3,37.4,23.2,3.6,54.3,4.71,248.1,35.2,20.1,1,3,10.77,1,38.1,0.6767,HIGH
54,14,1632.2,85.4,61.5,58.6,95.2,-42.3,90.9,4.44,466.4,15.6,56.6,0,1,25.0,1,82.0,0.5239,HIGH
18,36,2551.8,41.4,21.8,91.5,55.9,-13.5,80.3,14.75,577.3,59.3,59.5,0,2,2.05,0,44.5,0.4864,MEDIUM
80,6,1422.2,57.1,66.3,32.7,89.8,-16.8,4.1,1.7,711.1,95.7,12.6,1,0,19.18,1,36.5,0.3686,LOW
116,18,2866.0,0.1,76.7,57.9,27.8,-17.1,87.9,4.93,677.1,41.7,19.2,0,0,9.4,1,62.0,0.5791,HIGH
105,20,2004.8,64.5,16.7,87.7,2.6,-42.6,96.9,17.73,242.0,99.6,95.7,0,3,1.18,1,67.7,0.3984,LOW
36,33,480.3,71.8,4.4,77.3,77.6,-20.2,74.2,11.58,39.2,17.6,50.8,0,1,21.09,2,51.2,0.3933,LOW
57,8,2672.5,56.7,44.0,4.1,70.2,-17.5,12.0,1.03,832.7,79.6,19.1,0,1,15.91,0,40.6,0.3611,LOW
66,20,1544.4,49.7,77.4,94.3,54.5,-20.8,80.7,14.11,872.3,92.8,79.8,1,1,5.07,1,50.7,0.4398,MEDIUM
33,9,553.7,81.0,65.1,4.7,81.5,-43.8,64.7,10.18,978.9,68.8,47.1,0,0,16.59,0,66.8,0.5346,HIGH
36,33,585.2,68.1,70.2,58.9,84.0,-11.6,33.9,17.1,959.7,10.9,63.8,0,0,2.23,1,23.9,0.3287,LOW
32,27,2109.5,27.8,40.3,57.5,58.8,-50.6,88.4,13.68,633.8,32.7,29.8,1,3,6.53,0,75.6,0.6849,HIGH
120,22,285.0,95.9,23.5,78.6,96.6,-19.5,56.6,0.19,894.3,8.6,5.8,0,2,10.57,1,58.8,0.4984,MEDIUM
91,18,966.8,70.7,53.2,14.8,72.0,-28.8,85.3,4.19,448.0,60.2,16.5,0,3,10.16,0,70.6,0.5091,MEDIUM
102,9,548.4,98.8,20.4,17.9,67.7,-40.0,67.0,5.23,787.3,99.8,97.3,1,0,14.22,2,71.0,0.4635,MEDIUM
99,38,1407.1,97.1,72.6,75.2,36.1,-6.6,28.9,14.07,955.3,37.5,62.4,0,2,38.8,0,22.3,0.4778,MEDIUM
116,27,1330.9,91.9,19.7,15.0,0.2,-44.4,97.5,10.24,796.3,16.3,83.1,0,1,12.12,0,78.6,0.6907,HIGH
17,15,1637.3,75.5,29.1,46.9,24.1,1.0,57.1,14.97,415.8,26.9,2.2,1,1,12.36,1,26.3,0.5822,HIGH
107,19,947.0,60.9,50.7,73.2,76.4,-1.9,51.7,10.31,377.8,57.1,76.5,0,0,22.42,2,31.6,0.3982,LOW
12,30,241.3,17.2,48.7,65.1,71.0,-33.4,40.4,6.61,291.5,56.9,48.5,1,1,10.11,2,55.2,0.5266,HIGH
60,30,1901.0,54.3,60.1,21.1,33.1,-36.7,13.6,2.16,367.1,23.0,66.5,0,1,1.69,1,53.8,0.4105,LOW
73,21,1215.1,76.5,43.7,30.4,62.6,-46.8,68.6,4.13,820.6,75.1,35.8,0,0,11.25,1,77.9,0.5578,HIGH
46,15,2006.3,52.1,91.9,96.9,19.5,-0.0,43.1,8.08,701.5,8.8,62.1,0,4,1.45,1,30.0,0.4241,LOW
21,28,459.7,86.8,84.0,44.9,26.4,-17.3,93.5,11.07,249.9,62.3,3.6,0,1,21.0,1,56.5,0.466,MEDIUM
27,28,189.3,11.0,87.9,4.4,94.7,-53.1,96.5,18.78,711.5,42.6,4.6,1,0,10.47,0,73.9,0.5565,HIGH
100,26,857.6,38.1,63.0,22.0,41.3,-24.3,76.8,4.87,379.4,12.7,79.9,0,1,13.8,0,63.5,0.5455,HIGH
41,6,1451.2,50.6,63.5,34.2,24.5,-49.9,24.2,13.36,557.8,63.4,12.4,0,3,4.5,0,53.1,0.442,MEDIUM
40,21,1273.1,43.2,60.9,99.9,48.7,-20.6,71.6,3.14,370.4,67.3,1.4,0,1,4.7,0,61.1,0.4047,LOW
112,26,2459.4,10.9,43.5,30.3,38.7,-24.5,2.0,14.3,521.6,44.0,91.2,0,2,15.76,0,25.6,0.5399,HIGH
21,39,1226.8,15.4,32.2,2.6,73.0,-50.0,82.6,0.33,729.8,79.8,26.6,0,1,8.43,0,89.9,0.4446,MEDIUM
111,23,1661.8,83.8,59.2,51.3,96.2,-6.0,49.4,13.15,731.1,50.9,58.2,0,2,5.78,0,30.2,0.3359,LOW
111,16,1841.5,48.4,2.6,8.4,59.2,-39.3,93.7,3.35,753.2,28.6,83.9,0,3,25.0,0,82.2,0.5624,HIGH
74,24,212.2,4.9,0.7,27.4,59.1,-22.5,37.8,3.69,391.0,95.4,74.6,1,0,11.46,0,50.0,0.4677,MEDIUM
24,10,1618.1,1.6,85.2,99.2,36.5,-16.7,26.3,11.22,690.5,94.4,4.7,1,3,6.48,0,32.3,0.4484,MEDIUM
23,7,1132.8,47.3,4.6,70.5,56.5,2.7,99.5,7.57,238.7,9.6,56.1,0,2,11.98,0,50.4,0.5177,HIGH
38,29,1350.6,16.4,52.5,5.1,31.9,-25.4,53.1,9.48,477.4,94.6,54.2,1,4,7.45,0,50.2,0.4121,LOW
71,40,435.8,70.5,61.5,44.9,0.1,0.0,86.3,6.25,583.1,77.5,35.0,0,2,14.83,1,47.4,0.5456,HIGH
22,35,2381.0,79.5,19.8,17.2,86.6,-33.7,91.1,19.07,686.5,10.7,75.4,0,3,4.26,1,57.6,0.5202,HIGH
57,25,2835.9,22.8,89.6,12.3,42.9,-3.6,51.8,5.88,912.0,51.9,96.4,0,2,21.24,0,38.4,0.5086,MEDIUM
18,5,213.5,59.2,19.0,58.7,49.2,-40.9,45.6,10.89,304.8,3.5,14.7,1,0,7.44,0,57.1,0.6227,HIGH
67,40,1863.9,15.4,88.5,50.6,8.4,-12.6,55.3,17.1,845.3,58.9,14.5,0,3,3.17,0,32.1,0.4295,MEDIUM
7,20,2327.0,30.4,76.3,74.3,83.7,-49.7,84.8,13.32,311.1,93.3,73.5,0,0,3.56,1,74.2,0.308,LOW
87,14,961.7,88.9,24.1,89.2,17.0,4.2,96.5,6.52,551.9,36.8,45.4,0,1,8.9,1,50.6,0.5286,HIGH
11,37,2394.5,54.4,15.1,24.7,41.1,2.2,32.8,11.09,828.1,50.9,79.5,0,0,5.82,0,22.6,0.307,LOW
27,31,1952.2,88.6,31.6,92.3,84.0,-28.5,73.9,1.75,723.1,22.8,14.1,0,2,2.6,1,69.4,0.4248,LOW
25,31,2798.1,22.5,39.8,51.8,45.8,-23.6,28.5,10.96,862.9,54.1,4.0,0,2,2.75,0,38.4,0.4247,LOW
101,14,2945.9,33.0,24.6,25.9,93.1,-19.1,61.1,8.68,814.9,80.3,69.8,1,1,10.55,0,49.4,0.3612,LOW
11,40,270.7,47.1,99.9,84.6,20.9,-38.5,80.5,15.18,276.3,21.5,99.5,0,2,12.48,2,62.2,0.4807,MEDIUM
54,20,1418.1,48.0,23.0,3.6,71.5,-14.5,88.6,16.97,992.9,55.3,9.5,0,2,11.11,0,45.3,0.5511,HIGH
73,23,1708.9,99.8,83.1,56.0,97.8,-13.1,44.9,4.07,937.0,35.5,86.4,1,1,24.51,1,45.2,0.533,HIGH
64,31,568.2,11.4,15.9,72.2,55.0,-23.5,37.0,1.72,430.2,74.8,38.5,0,2,13.8,0,52.9,0.555,HIGH
83,28,1108.4,85.2,98.0,28.0,69.2,-46.1,25.3,7.87,47.2,70.2,1.7,0,0,6.41,0,57.5,0.367,LOW
98,10,2964.8,86.4,22.6,86.3,39.3,0.2,13.3,10.73,303.5,69.9,51.0,0,0,55.43,0,16.2,0.4185,LOW
50,15,196.3,55.3,42.2,24.0,75.1,-48.1,36.5,7.6,836.2,37.8,27.9,0,1,4.89,0,63.3,0.4975,MEDIUM
101,17,1439.6,34.4,55.9,84.0,90.9,-17.2,87.2,12.61,950.9,59.9,69.3,0,0,2.29,1,52.3,0.4201,LOW
41,39,2551.6,51.9,12.0,7.9,70.3,-48.8,41.9,10.16,831.7,65.1,28.8,0,2,16.36,1,62.5,0.5579,HIGH
119,30,1073.1,29.2,81.7,16.0,93.6,-46.2,31.7,18.74,396.7,68.1,48.2,1,1,32.28,0,46.3,0.5328,HIGH
63,17,1517.4,79.9,27.5,38.1,58.9,-53.8,73.9,8.25,56.5,57.5,20.1,1,2,18.76,1,79.7,0.5998,HIGH
90,31,2937.4,49.8,54.9,85.4,57.7,-33.2,21.6,1.74,517.6,86.7,82.8,0,2,8.51,0,54.5,0.376,LOW
106,31,1503.4,92.6,55.0,14.5,30.5,-16.6,25.6,6.11,376.4,24.9,92.5,0,0,5.37,0,38.4,0.5326,HIGH
96,18,523.1,62.3,60.3,87.5,71.0,-23.7,93.6,12.16,123.0,5.6,40.3,0,0,15.56,0,59.8,0.4324,MEDIUM
